PC1
-1.19913556
-1.094457043
-0.404079803
0.06501788
0.224733632
0.864646343
1.61793483
1.436187641
2.119786388
0.449651368
-0.900232727
-1.092711636
-1.245558348
-1.27007816
-0.761110486
-0.054412917
0.038783802
1.176486779
1.440125572
0.894273223
2.010029074
0.17084333
-0.52340405
-1.261084328
-1.311393074
-1.255224066
-0.344062032
0.033749049
0.51538245
1.238692398
0.917237274
2.133583416
1.389906351
0.769922982
-0.326663456
-1.122154084
-1.10428889
-0.75897261
-0.670141889
0.084519058
0.608481275
0.585341995
1.638778308
1.931167857
1.591643572
1.041530338
-0.671425668
-1.162989486
-1.22597003
-1.166952237
-0.254740695
0.04215731
0.252217671
0.803690235
1.524321063
1.475492544
1.975378839
0.101056705
-0.903918906
-0.974058715
-1.297080791
-0.95986734
-0.609391848
-0.06319019
0.211061989
1.119566275
0.931941139
1.82262654
1.692469239
0.266956673
-0.908409478
-1.229043285
-1.257192569
-1.180503404
-0.436185082
0.458633906
0.378084654
0.822530459
1.141095315
1.63248568
1.232973607
0.732465026
-0.832774521
-1.259150644
-1.375110563
-1.172173408
-0.501332916
-0.092743526
0.184051288
1.033644659
0.721217133
1.655847135
2.065065763
0.337459153
-0.833238813
-1.162040546
-1.285314172
-0.960951056
-0.282163277
0.2521185
0.472423227
1.499860831
1.295370756
1.39169539
1.522550123
0.362235367
-0.747807311
-1.046441637
-1.173310965
-0.956443509
-0.387710851
-0.133879019
0.296671375
0.739000946
0.948868143
1.99085886
1.490586981
0.610799797
-0.565066738
-1.224147097
-1.217480114
-1.160171958
-0.469663323
-0.290257839
0.511476791
0.054799471
0.952035197
1.884406675
1.662569227
0.159277361
-1.054054933
-1.362933763
-1.35095906
-1.061670936
-0.342547777
-0.322432772
0.221269886
0.439883313
1.747270724
1.670194985
1.303065353
0.09641064
-1.002754943
-1.211927004
-1.234903401
-1.175274604
-0.587179136
-0.047229852
0.529023751
0.540742305
0.492946261
0.841466415
0.7754741
0.554698242
-0.923935106
-1.164353151
-1.275118553
-1.107017818
-0.62484804
-0.291157037
0.151483565
0.416778876
0.507312223
1.644232507
1.292292703
0.026128962
-1.063047569
-1.254414943
-1.278550356
-1.189971018
-0.352301357
-0.358600945
0.347452351
0.519302084
1.662608934
1.567862276
1.62132075
0.165935998
-0.978601556
-1.321972929
-1.32400458
-0.968426669
-0.515255142
-0.163135255
0.386319229
0.183533589
1.852742308
1.264989078
1.587059223
0.175683938
-0.639735697
-1.261974741
-1.348345288
-0.715670712
-0.716717895
-0.219553276
0.683415681
0.555778336
0.584214624
1.363265407
0.826244284
0.99560963
-0.526508803
-1.246037094
-1.191968474
-1.214095914
-0.776130176
-0.331040531
0.085301048
0.353935428
0.81257212
1.445977754
1.172180706
0.138192569
-1.040073768
-1.279732408
-1.378011845
-1.069637283
-0.467297906
0.356699076
0.344394764
0.602268516
0.694488784
1.321346143
1.491009311
0.355120406
-0.986454038
-1.273226486
-1.075918608
-1.026705834
-0.644279794
-0.269902421
0.495929692
1.010105114
1.035347578
1.213892598
1.358326247
0.42634522
-0.77220827
-1.31776978
-1.349763674
-1.096126066
-0.837692218
-0.325167971
0.315396005
0.57490266
0.437026
1.631503052
1.220303106
0.453826671
-0.682313727
-1.339994383
-1.323019106
-1.276469165
-0.567675572
-0.361293651
0.61528184
0.364162095
1.221348648
1.342217031
1.057337286
0.001871324
-1.013024681
-1.293738876
-1.137328557
-0.981934901
-0.483674288
-0.012192888
0.346773864
0.455916016
0.611260234
1.112886311
0.858515947
0.477532627
-0.965647412
-1.320782935
-1.445833891
-1.352683576
-1.152020659
-0.514990384
0.403612133
0.536445793
0.684455912
0.466395805
0.98859807
-0.210954838
-0.954005398
-1.088742378
-1.408221467
-1.220178552
-0.414176912
-0.214724244
0.314742556
0.409494595
0.642202024
0.867252046
0.81279524
0.230748665
-0.8068942
-1.300734296
-1.194337843
-1.365950647
-0.327735013
-0.125378959
0.11475061
0.393352372
1.088698709
1.488537518
1.458328684
-0.093981348
-0.728435743
-1.264564497
-1.349686518
-1.051152106
-0.492681245
-0.254182717
0.14259985
0.247404899
0.832372177
1.02606996
1.622864461
0.28938514
-0.700791308
-1.330447172
-1.361008979
-1.095396077
-0.408905997
-0.602721237
-0.102458543
0.52515143
0.741025131
1.68587022
1.648752892
0.402171164
-0.910231026
-1.309146976
-1.282278643
-1.1044794
-0.575418001
-0.116719378
0.144433777
0.812461695
1.345035501
2.07712836
1.678005944
0.039926855
-0.820753635
-1.143407352
-1.368852321
-1.3245202
-0.4860165
-0.421895777
-0.1146559
0.724974352
0.681597706
2.183010838
1.852920691
0.417548038
-0.944894299
-1.09046812
-1.265862745
-1.118498875
-1.051626315
-0.300392919
0.163635497
0.151787674
0.876489038
1.221022367
1.208011804
-0.096151997
-0.746429413
-0.824186534
-1.308487732
-1.114031002
-0.578711679
0.051480103
1.178450694
0.541297792
1.030315548
1.801182136
0.304279865
0.563747316
-1.004840756
-1.305534162
-1.375510684
-1.307658689
-0.720608505
-0.082216947
0.343807652
0.673468017
0.880343513
0.775680008
0.928862026
0.145680133
-0.815215391
-1.204692982
-1.301153777
-1.11613961
-0.670714206
-0.355406758
0.057721719
0.709288102
0.816058171
1.817522056
0.991379241
-0.081482935
-0.710911308
-1.190778285
-1.242890879
-1.296316562
-0.624918547
-0.105995145
0.650309734
0.410803631
0.85709307
2.017915827
1.357736009
0.840825499
-0.821859504
-1.327374579
-1.392451998
-1.231620104
-0.544102854
-0.07496729
0.269892839
0.476858603
0.558813376
2.168799119
0.947910938
0.304283708
-0.904386561
-1.240545962
-1.176188827
-1.026211175
-0.603197025
-0.018181902
0.422774005
0.839222643
0.503105581
1.800416155
0.930230347
0.518869346
-1.045600003
-1.284566459
-1.17216415
-1.413872575
-0.5701987
0.221023813
0.378292559
1.012113684
0.30270854
0.84941094
1.029824551
0.513512328
-0.511190539
-1.019380184
-1.081225937
-1.147437362
-0.947835169
-0.140922991
0.389084394
0.601640542
0.461197816
1.422725213
1.845694807
0.35834185
-0.900216222
-1.255672261
-1.174986314
-1.047841614
-0.720971063
-0.141953454
-0.017091987
0.217164054
0.984309879
1.945278175
1.638568893
1.049238098
-0.752656339
-1.295328765
-1.318361409
-1.359732284
-0.640569499
-0.142729841
0.040579488
0.480747627
1.003881327
1.237437849
0.891179056
0.350024529
-0.889162068
-1.299126808
-1.300877263
-1.211182344
-0.721756159
-0.041020326
0.179773202
0.550367171
0.80918008
1.081111624
1.539375927
0.025306227
-0.831537167
-1.247736785
-1.311069843
-1.177863062
-0.614687673
-0.128257153
0.215897851
0.637706362
