Year,Nalohou,Niamey,Njombe_Penja,Ouagadougou,Rubavu,SaintLouis,Sunyani,Tamale,Yaounde,Abuja
1999-02-15,10.5,0.1,55,0,31.1,0,73.5,14.7,84.3,54.5
1999-03-16,26.3,0,89,0.3,135.9,0,75.9,20.8,90.4,78.2
1999-04-16,85.5,5.1,200,13,95.4,0,184.4,96,183.9,109.3
1999-05-16,95.9,28.4,214,60.4,113.2,0,118.1,95.2,213.6,102.9
1999-06-16,116.9,49.2,261,77.5,78.8,3.4,187.4,83.1,195.6,181.6
1999-07-16,288.7,188.5,261,153.9,68,49.5,144,194.5,88.2,123.5
1999-08-16,304.7,213.9,405,232.8,205.4,133,81.9,230.9,223.5,76.1
1999-09-16,270.1,146.5,352,200.2,144.6,98.3,107.3,297.5,267.3,93.8
1999-10-16,154.4,20.1,489,49.8,199.7,66.1,151.6,144,404.7,130.2
1999-11-16,2.2,2.5,94,2.6,109.1,0,95.4,20.4,130.2,58.1
1999-12-16,0,0,3,0,62.8,1.6,4.6,0.3,9.9,12.8
2000-01-16,0,0,10,0,25.8,1.2,25.9,1.4,20.5,17.4
2000-02-15,0,0.1,1,0,31.4,0.1,12.9,0.5,9.6,9
2000-03-16,19.2,0,150,0.3,76.1,0,76.9,29.6,215.9,87.5
2000-04-16,76.3,6.6,184,17.7,121,0,168.4,90.4,190.4,100
2000-05-16,91.6,10.6,251,29.1,113.2,0,174.4,102,209.1,131.7
2000-06-16,146.3,69.2,253,107.1,90.3,2.1,181.3,137.3,196.8,199.1
2000-07-16,234,192.8,436,148.6,92.1,80.3,98.2,128.7,126.1,76.5
2000-08-16,221,157.5,456,185.2,142.8,75.6,70.8,222.5,173.1,44.8
2000-09-16,214.4,60.5,362,111.9,115.1,65.8,110.9,213.1,258.3,77.4
2000-10-16,140.7,11.1,260,50.8,177.9,52.5,81.8,116,255.9,88.1
2000-11-16,0.2,3.1,61,3.5,123.4,0,35.2,9.4,121.5,43.3
2000-12-16,0,0,9,0,57.9,0,3.4,0.3,19.5,10.2
2001-01-16,0,0,4,0,59.5,0,7.4,1.7,7,14.3
2001-02-15,0.4,0.1,42,0,63.1,0,15.3,0,45.3,10.3
2001-03-16,4.8,0,131,0.4,118.1,0,100.1,6,142.4,46.8
2001-04-16,45.7,0.9,188,8.2,146.3,0,243.2,57.3,199.4,156.1
2001-05-16,106.4,23.8,227,34,127.6,0,171,116,233.1,156
2001-06-16,133.8,85.6,280,110.7,113.1,14.8,190.8,121.9,185,166.3
2001-07-16,161.6,153.1,404,169.4,145.1,46.5,87.6,146.4,125.1,43
2001-08-16,217.6,173.6,348,207.3,172.3,61.1,94.4,221.2,23.8,29.9
2001-09-16,241.6,99.1,419,144.8,162.9,129,176.5,206.1,274.3,98.7
2001-10-16,35.8,5.7,321,12.9,173.2,8.3,122.1,43.6,356.1,59.2
2001-11-16,1,0.3,92,0.1,137.4,0,47.8,4.7,120.9,42.9
2001-12-16,0.1,0,17,0,61.3,0.2,15.3,1.1,26.7,18.5
2002-01-16,0,0,2,0,55.5,2,3,0,4.9,20.2
2002-02-15,0,0.1,42,0,64.6,0.1,21.7,0.6,54.1,20
2002-03-16,26.8,0,131,1.4,120.5,0,107.4,19.5,146.4,70.5
2002-04-16,51.5,3.9,188,8.7,145.5,0,166,62.1,194.1,166.9
2002-05-16,116,28.9,227,55,143.7,0,169.2,92.5,226.5,146.9
2002-06-16,149.9,78.8,288,107.9,113.9,7.2,197.5,110.6,189.7,259.4
2002-07-16,222,143.2,464,152.7,109.8,8.7,196.9,190.5,171.1,92.4
2002-08-16,285.5,140.8,439,186,158,52.1,89.9,198.3,173.3,44.1
2002-09-16,174,105.4,443,136.5,145.1,65.5,84.4,176.5,355.1,39
2002-10-16,123.5,42.2,314,63,169.8,36.3,209.6,112.2,320.9,156.9
2002-11-16,1.6,0.3,86,0.2,127.8,0,34.6,4.6,109.8,54.9
2002-12-16,0,0,14,0,66.2,1.5,4.1,0.3,10.8,5.2
2003-01-16,0,0,65,0,49.1,0.1,10.7,1.4,48.1,28.5
2003-02-15,3.9,0.1,42,0,62.8,1,52.6,10.3,52.9,31.9
2003-03-16,24.5,2.3,133,4.4,118.8,0,85.6,55.9,151.7,54.3
2003-04-16,86,7,147,15,145.8,0,163.7,91.7,152.3,149
2003-05-16,132.6,45.3,227,76.2,131.4,0,164.5,135.9,222.4,124.8
2003-06-16,182.8,114.1,291,141.5,121.3,6,203.2,162.7,247.3,207.2
2003-07-16,225,189,445,208.6,119.3,42.9,68.3,159.8,164.2,43.1
2003-08-16,306.8,238.1,439,275,166,101.7,53.6,272.4,172.9,33.8
2003-09-16,272.7,135.3,415,167.5,179.3,113.4,109.9,256.6,320.4,80.2
2003-10-16,88.6,15,279,31.2,180.2,53.7,189.6,102.3,186.6,177.1
2003-11-16,17.7,1.3,93,2,120.3,0,86.6,19.3,128.1,71.2
2003-12-16,0.1,0,7,0,60.5,0,17.1,1.2,15.5,24.8
2004-01-16,0,0,16,0,57.9,6.3,26.8,7.5,25.3,32.6
2004-02-15,1.3,0.1,24,0,62.2,4.7,38.6,2.1,41.7,37.1
2004-03-16,6.5,0.1,131,0.5,112.7,0,90.3,24.7,134.2,51.9
2004-04-16,101.2,19.9,188,34.8,141.1,0,122.5,110.6,191.5,61.2
2004-05-16,147.3,41.6,259,64.5,129.7,0,103.7,117.8,225.8,151.6
2004-06-16,138.5,58.3,256,88.1,110.3,5.2,92.4,114.5,176.3,110.7
2004-07-16,264.3,132.4,404,169.6,116.3,29.2,109.1,204.4,117.3,74.9
2004-08-16,224.5,157.6,439,186.1,164.9,77.2,89,217.2,176.2,35.1
2004-09-16,206.4,83.1,404,124.5,154.2,76.8,216.2,170.1,283.9,160.1
2004-10-16,61,1.3,304,7.6,168.4,1.4,194.7,54.1,311.3,201.9
2004-11-16,13.8,0.7,169,2.9,126.7,0,56,37.1,214.4,42.6
2004-12-16,0.3,0,35,0,62.8,0,16.3,0.1,40.5,19
2005-01-16,0,0,10,0,54.5,0,6.2,0.1,15.8,5.7
2005-02-15,8.7,0.4,41,0,63.1,3.7,37.7,10.2,52,37.2
2005-03-16,34.9,1,179,3.2,116.8,0,115,32.8,193.7,136.2
2005-04-16,56.7,5.3,188,9.1,135.4,0,119.1,82.5,190,74.4
2005-05-16,105.7,45.6,210,68.3,131.1,0,205.8,124.6,146.6,186.4
2005-06-16,155.6,129.2,258,158.1,112.6,17.8,120.8,134.8,156.8,154.4
2005-07-16,278.1,205.7,78,229.6,110.1,104.8,83.1,232.9,31.9,42.9
2005-08-16,188.3,186.2,469,214,171.4,167.8,38.4,159.7,178.3,26
2005-09-16,185.1,101.5,415,128.7,158.3,99.5,134.8,213.6,306.9,62.4
2005-10-16,78.7,37.9,314,55.7,163.5,13,202.7,82.6,319.7,152.3
2005-11-16,0.2,0.3,92,0.1,117.6,0,51.5,4.1,122.2,78
2005-12-16,0.2,0,17,0,58.7,0,16.3,0.8,27.1,30.5
2006-01-16,0,0,17,0,51.9,1.5,4.6,0.2,25,9.1
2006-02-15,9.6,0.7,59,0,64.1,0.6,49.2,14.9,71.3,17.6
2006-03-16,10.7,0,186,0.3,118.3,0,111.1,18.7,197.9,61
2006-04-16,47.6,1.1,157,4.4,144.2,0,78.9,65.6,162.4,48.5
2006-05-16,135.3,28.9,227,43.3,137.6,0,223.6,110.7,221.9,226.6
2006-06-16,104.8,62.5,297,75.9,121.8,12.2,146.5,123.3,220.1,154.7
2006-07-16,156.6,161.9,350,168,121.6,61.3,91.5,155.3,59.1,57.3
2006-08-16,252.9,206.8,439,230.1,164.3,96,51.8,184.3,168.4,26.4
2006-09-16,258.7,99.1,726,142.3,154.3,103.3,167.7,257.5,513.1,103.3
2006-10-16,120.8,24.8,294,40.4,168.8,11.5,228.2,128.2,302.4,160.4
2006-11-16,6.3,0.3,92,0.1,126.8,0,31.2,2.1,122.3,48
2006-12-16,0,0,17,0,62.9,0,19,0.3,27,15.5
2007-01-16,0,0,14,0,50.7,0,0.1,0,3.7,0
2007-02-15,2.6,0.1,43,0,64.1,0,29.8,1.3,56.9,26.9
2007-03-16,18.5,0.3,51,1.9,114.9,0,69.7,21.6,67.2,74.4
2007-04-16,89.8,7.2,188,17.8,144.8,0,184.4,151.6,190.3,130.8
2007-05-16,162.9,37.3,227,69.1,137.6,0,133.3,104.8,235.5,148.8
2007-06-16,160.4,71.6,369,107.4,123.1,1.4,139.5,98.1,403.3,176.5
2007-07-16,200.4,176.6,225,192.1,130.9,43.4,148.7,150.9,83.6,143.9
2007-08-16,306.5,246.8,439,277.7,163.9,117.9,115.6,289.8,170.2,66.1
2007-09-16,244.7,76.9,415,114.2,155.5,97.6,195,209.4,326.3,156.7
2007-10-16,62.2,0.6,314,7.7,168.7,7.5,182.9,56.3,320,184.2
2007-11-16,14.1,2.8,92,3.4,126.2,0,47,35,122,63.8
2007-12-16,1.5,0,25,0,61.6,0,18,1.3,76.1,36.2
2008-01-16,0,0,17,0,51.8,0,6.5,0.1,25.1,12.1
2008-02-15,2.6,0.1,21,0,63.6,6.3,33.9,1,32.1,27.2
2008-03-16,16,0,103,1,115.5,0,146,41.6,119.2,91.3
2008-04-16,50.9,1.6,188,6.4,144.8,0,141.9,61.2,189,130.8
2008-05-16,166.7,52.5,227,78.5,136.4,0,201.8,114.7,226.2,163.5
2008-06-16,184.9,119.8,280,137.9,123.2,11.7,202.1,127,173,225.8
2008-07-16,277.2,139,404,173.8,121.2,57.2,140.8,216,113.4,125.8
2008-08-16,316.3,206,439,257.6,162.8,93.4,127.5,321.1,176.3,50.8
2008-09-16,248.4,89.5,415,114.7,156.2,84,149.4,181.3,314.5,100.7
2008-10-16,100.8,17.8,314,34.1,168.9,12.8,142.6,95.5,326.1,113.1
2008-11-16,3.1,0.4,92,0.3,126.2,0,47.7,2.8,120.8,102
2008-12-16,5.7,0,17,0,61.6,0,31,2.6,27,39.3
2009-01-16,0,0,17,0,51,0,1,0,24.9,10.6
2009-02-15,5.9,0.4,48,0,64.9,0,43.6,10.1,85,38.5
2009-03-16,18.6,0.4,131,1.4,115.5,0,153.8,34.5,146.7,64.2
2009-04-16,84.5,5.3,188,13.1,145,0,145.4,82.5,190.2,134
2009-05-16,95.2,27.8,302,36.7,136.5,0,149.9,107.4,293.9,143.8
2009-06-16,166,83.4,247,123,122.5,5.8,188.4,154.2,145.9,253.4
2009-07-16,248.9,129.4,76,163.6,121.9,65.7,185.9,202.8,34,129.4
2009-08-16,292.2,179.9,439,237.3,163.8,183.7,62.3,277.6,170.1,32.6
2009-09-16,205.9,87.8,415,122,155.2,139.2,91.3,241,302.9,32.3
2009-10-16,142.7,39.1,326,66.1,168.6,7.4,145.6,126.6,361.5,77.8
2009-11-16,20.4,0.8,67,1.6,126.2,0,28.7,13.9,92.7,35.7
2009-12-16,1.3,0,14,0,62.4,0.5,20.4,0.3,9.8,36.4
2010-01-16,0,0,20,0,51.7,0,7.5,0.1,42.4,26.5
2010-02-15,2.5,0.1,42,0,65.7,0,49.7,4.4,53.3,54.6
2010-03-16,19.1,1,131,1.4,115.8,0,58.5,7,146.9,65.8
2010-04-16,78.1,10,188,10.9,145,0,126.2,99.3,189.6,79.9
2010-05-16,137.3,37.2,227,66.3,136.8,0,140,69.8,220.3,144.2
2010-06-16,152.1,109.8,280,129.8,123.2,30.1,181.3,134.2,175.9,232.9
2010-07-16,167.8,158.9,404,163.2,122.4,68.3,91.8,151.7,125.7,86.4
2010-08-16,301.8,163.4,369,192.5,163.4,121,110.6,261.6,73,50.9
2010-09-16,289.4,77.7,415,122.8,154.8,197.9,230,260.8,299.9,146.6
2010-10-16,113.4,39.1,306,46.8,169.1,62,237.2,129.8,289.2,175.5
2010-11-16,12.6,0.3,143,0.3,125.7,0,55.2,4.2,174.1,114.5
2010-12-16,0,0,14,0,62.4,0,19.5,0,22,34.5

