PC1,PC2
-0.826549826,-0.919250007
-0.538546157,-0.796926323
-0.719263318,-1.200524668
-0.427626832,-0.724217721
-0.668989452,0.230743259
-0.712810802,1.062342937
-0.033230421,1.26022298
0.375622076,3.086309758
0.816575212,-0.264972805
1.196558205,-1.327107345
1.291238204,-0.228136404
-0.584767887,0.786099616
-0.968709766,-0.771745618
-0.834286606,-0.857117971
-0.800162734,-1.124834442
-0.584671491,-0.386861738
-0.767470978,-0.819451937
-0.589990038,0.495942953
-0.015312069,1.006273849
0.620924359,0.994090825
1.187285606,-0.523472922
2.415230141,-0.868788045
2.278648056,-1.263911621
-0.792688728,0.385922405
-0.813387422,-0.703163446
-0.51500851,-0.764718133
-0.62769967,-0.538822708
-0.577829794,-0.019813962
-0.817055541,-0.270686846
-0.512221185,0.973111361
-0.280201396,0.398907673
-0.057253072,1.712537805
1.798511584,1.001486415
2.248326929,-0.992527071
1.820487635,-0.162221866
-0.190988197,0.042479711
-0.828165755,-0.242459296
-0.566762626,-0.986307487
-0.493479333,-0.634576063
-0.491711249,-0.809615115
-0.797381972,0.039089204
-0.593107031,0.651145423
-0.473360069,1.019117983
0.241909377,1.864539922
1.738139798,-0.180614454
1.712064913,-0.806302946
0.854473893,-0.090431752
-0.179217015,-0.540617373
-0.850936521,-0.835747479
-0.567849552,-0.990377334
-0.560299895,-0.927596804
-0.603264873,-0.953747565
-0.88220544,-0.37896367
-0.941653823,1.460452885
-0.446313173,1.171815435
0.309261722,1.419589327
1.248937321,-0.65455704
1.832308615,-0.764927419
1.276412174,-0.059099054
-0.984647974,-0.4906105
-0.905620517,-0.833090961
-0.592067318,-0.858854516
-0.544241915,-0.895685601
-0.629364704,-0.835357767
-0.838061277,-0.094962704
-0.859499163,1.072909677
-0.411851928,0.996021905
0.173835784,2.350700043
1.172021267,0.957500366
1.565373804,-0.571808773
0.833121352,-0.880871807
-0.289437171,0.984181794
-0.868046835,-0.758682918
-0.564872593,-1.076515019
-0.563895789,-0.758630172
-0.617054861,-0.510792852
-0.725568454,-0.348859236
-0.646547518,0.981657711
-0.094285438,0.880107409
0.534679268,1.942923397
1.718091203,-0.582113132
2.677270275,-1.140024684
1.538393417,-0.588312441
-0.385363316,0.902223576
-0.83667794,-0.217215465
-0.586945866,-0.778538825
-0.558122246,-0.669668347
-0.612680556,-0.574724118
-0.811395635,-0.349896866
-0.38732457,-0.050266582
-0.118563104,0.727099651
0.178655008,0.353345698
1.476822889,0.172570403
1.641602071,-0.887721873
0.695535083,1.029310474
-1.057233013,1.392631716
-0.858360214,-0.744022888
-0.607477561,-0.8636629
-0.551783802,-0.995874565
-0.589242488,-0.571083962
-0.861449481,0.558030032
-0.672348952,0.002590637
-0.172254185,1.702440538
0.801838001,0.89272726
2.366087473,-0.55395452
2.093813486,-1.948885232
1.012808075,-0.532794513
-0.565036741,0.990082812
-0.885126555,-0.39978537
-0.596286391,-0.730576026
-0.547836274,-0.97695704
-0.600931486,-0.667200718
-0.903669665,-0.196397745
-0.721306999,-0.541085994
-0.438427965,2.136444473
0.005393237,0.952958174
1.462177398,-0.435851304
2.099971078,-1.309693339
1.18033998,0.017089649
-0.514742817,1.306936397
-0.867605135,-0.841980399
-0.599481001,-0.869289913
-0.514912876,-1.065372825
-0.634511733,-0.715319581
-0.754476454,-0.236637106
-0.527651363,0.987818739
-0.184558571,0.86577536
-0.063104034,1.112801853
1.37018794,0.840063301
2.779385816,-0.513772565
0.851659462,0.788646011
-1.012203947,1.116583594
-0.780738367,-0.556814643
-0.668317778,-0.700834062
-0.557928285,-0.928407621
-0.58743102,-0.705923331
-0.820108027,0.391867232
-0.830314622,0.593338419
-0.098223267,1.465006541
0.580115328,2.064689439
1.631077978,0.678944997
2.523381225,-0.391396287
0.874135181,0.044203053
-0.604374612,0.25204934
-0.916924473,-0.245053368
-0.603479973,-0.561711702
-0.55145268,-0.973944046
-0.662496435,-0.525593018
-0.831926418,0.176858502
-0.685209632,0.697545993
-0.503000567,0.823189508
0.381490075,2.286310693
1.385450191,1.011689403
2.673222789,-1.567451084
1.275314202,-1.255813886
-0.302453627,0.039848493
-0.769126468,-0.924740199
-0.587188402,-0.662627563
-0.590813047,-0.798484125
-0.659833221,-0.338552011
-0.832595389,-0.452002546
-0.600842267,0.090127859
-0.297840613,0.820174231
0.544696536,1.857987316
1.399809064,-0.243960353
2.216703664,-0.676046865
1.559467082,0.448652734
-0.212876025,1.203613081
-0.94862668,-0.101487679
-0.607800368,-0.689229863
